,subject,date,eid,probe,region,f1,accuracy,auroc,chance_level
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe00,DG-sg,0.64297253634895,0.5357142857142857,0.49624654726900114,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe00,LP,0.6463223787167449,0.5252100840336135,0.4771963824289406,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe00,PO,0.648776637726914,0.532563025210084,0.46694288514657395,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe00,RSPagl,0.6524486571879937,0.5378151260504201,0.5174151296444801,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe00,RSPagl,0.6524486571879937,0.5378151260504201,0.5174151296444801,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe00,RSPd,0.6505082095387021,0.5304621848739496,0.44521295553773504,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe00,ccb,0.6473354231974922,0.5273109243697479,0.48359395883453626,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe00,cing,0.644602048857368,0.5262605042016807,0.47736790519468947,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe01,CA,0.6420141620771046,0.5220588235294118,0.4466363717366123,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe01,CA,0.6420141620771046,0.5220588235294118,0.4466363717366123,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe01,LP,0.6269644334160462,0.5262605042016807,0.4549117882919006,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe01,PO,0.6376109765940274,0.5283613445378151,0.48393700436603404,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe01,RSPagl,0.24472573839662445,0.43592436974789917,0.45552214202976044,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe01,RSPagl,0.24472573839662445,0.43592436974789917,0.45552214202976044,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe01,RSPd,0.48815653964984546,0.47794117647058826,0.4871001514746503,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe01,RSPd,0.48815653964984546,0.47794117647058826,0.4871001514746503,0.45168067226890757
0,CSHL047,2020-01-20,89f0d6ff-69f4-45bc-b89e-72868abb042a,probe00,CA,0.25951557093425603,0.5,0.5145564817695966,0.49883177570093457
0,CSHL047,2020-01-20,89f0d6ff-69f4-45bc-b89e-72868abb042a,probe00,DG-mo,0.6407284768211919,0.4929906542056075,0.5041188319876845,0.49883177570093457
0,CSHL047,2020-01-20,89f0d6ff-69f4-45bc-b89e-72868abb042a,probe00,DG-po,0.5863453815261044,0.5186915887850467,0.535082403934863,0.49883177570093457
0,CSHL047,2020-01-20,89f0d6ff-69f4-45bc-b89e-72868abb042a,probe00,DG-sg,0.6123545210384959,0.4941588785046729,0.47980434865680766,0.49883177570093457
0,CSHL047,2020-01-20,89f0d6ff-69f4-45bc-b89e-72868abb042a,probe00,LP,0.3874488403819918,0.47546728971962615,0.4561640545247103,0.49883177570093457
